type,path
train,wl/timex2norm/FLOPPINGACES_20041114.1240.039
train,wl/timex2norm/FLOPPINGACES_20041115.1613.032
train,wl/timex2norm/FLOPPINGACES_20041116.0833.027
train,wl/timex2norm/FLOPPINGACES_20041228.0927.010
train,wl/timex2norm/FLOPPINGACES_20041230.1844.003
train,wl/timex2norm/FLOPPINGACES_20050101.2244.048
train,wl/timex2norm/GETTINGPOLITICAL_20050105.0127.001
train,wl/timex2norm/HEALINGIRAQ_20041108.1942.05
train,wl/timex2norm/MARKBACKER_20041103.1300
train,wl/timex2norm/MARKBACKER_20041108.1507
train,wl/timex2norm/MARKBACKER_20041112.0707
train,wl/timex2norm/MARKBACKER_20041117.0723
train,wl/timex2norm/MARKBACKER_20041117.1107
train,wl/timex2norm/MARKBACKER_20041119.1002
train,wl/timex2norm/MARKBACKER_20041128.1641
train,wl/timex2norm/MARKBACKER_20041202.0711
train,wl/timex2norm/MARKBACKER_20041206.0733
train,wl/timex2norm/MARKBACKER_20041216.0656
train,wl/timex2norm/MARKBACKER_20041217.1639
train,wl/timex2norm/MARKBACKER_20041220.0919
train,wl/timex2norm/MARKBACKER_20050103.0829
train,wl/timex2norm/MARKBACKER_20050105.1526
train,wl/timex2norm/MARKBACKER_20050105.1632
train,wl/timex2norm/MARKBACKER_20050217.0647
train,wl/timex2norm/MARKETVIEW_20041209.1401
train,wl/timex2norm/MARKETVIEW_20041211.1845
train,wl/timex2norm/MARKETVIEW_20041212.1447
train,wl/timex2norm/MARKETVIEW_20041213.0722
train,wl/timex2norm/MARKETVIEW_20041215.2128
train,wl/timex2norm/MARKETVIEW_20041217.0801
train,wl/timex2norm/MARKETVIEW_20041219.1509
train,wl/timex2norm/MARKETVIEW_20041220.1537
train,wl/timex2norm/MARKETVIEW_20050105.1901
train,wl/timex2norm/MARKETVIEW_20050120.1641
train,wl/timex2norm/MARKETVIEW_20050126.0711
train,wl/timex2norm/MARKETVIEW_20050127.0716
train,wl/timex2norm/MARKETVIEW_20050201.0748
train,wl/timex2norm/MARKETVIEW_20050204.1322
train,wl/timex2norm/MARKETVIEW_20050204.1337
train,wl/timex2norm/MARKETVIEW_20050204.1736
train,wl/timex2norm/MARKETVIEW_20050205.1358
train,wl/timex2norm/MARKETVIEW_20050206.1951
train,wl/timex2norm/MARKETVIEW_20050206.2009
train,wl/timex2norm/MARKETVIEW_20050207.0746
train,wl/timex2norm/MARKETVIEW_20050208.2033
train,wl/timex2norm/MARKETVIEW_20050208.2059
train,wl/timex2norm/MARKETVIEW_20050209.1923
train,wl/timex2norm/MARKETVIEW_20050210.2138
train,wl/timex2norm/MARKETVIEW_20050212.1607
train,wl/timex2norm/MARKETVIEW_20050212.1717
train,wl/timex2norm/MARKETVIEW_20050214.2115
train,wl/timex2norm/MARKETVIEW_20050215.1858
train,wl/timex2norm/MARKETVIEW_20050216.2120
train,wl/timex2norm/MARKETVIEW_20050217.2115
train,wl/timex2norm/MARKETVIEW_20050222.0729
train,wl/timex2norm/MARKETVIEW_20050222.1919
train,wl/timex2norm/MARKETVIEW_20050225.0541
train,wl/timex2norm/MARKETVIEW_20050226.1307
train,wl/timex2norm/MARKETVIEW_20050226.1444
train,wl/timex2norm/MARKETVIEW_20050228.2211
train,wl/timex2norm/OIADVANTAGE_20041224.1007
train,wl/timex2norm/OIADVANTAGE_20050103.0944
train,wl/timex2norm/OIADVANTAGE_20050105.0922
train,wl/timex2norm/OIADVANTAGE_20050108.1323
train,wl/timex2norm/OIADVANTAGE_20050109.1947
train,wl/timex2norm/OIADVANTAGE_20050110.1009
train,wl/timex2norm/OIADVANTAGE_20050203.1000
train,wl/timex2norm/OIADVANTAGE_20050203.2102
train,wl/timex2norm/OIADVANTAGE_20050204.1155
train,bc/timex2norm/CNN_CF_20030304.1900.01
train,un/timex2norm/marcellapr_20050211.2013
train,wl/timex2norm/BACONSREBELLION_20050222.0817
train,wl/timex2norm/BACONSREBELLION_20050226.1317
train,bn/timex2norm/CNN_ENG_20030626_203133.11
train,bn/timex2norm/CNN_ENG_20030605_153000.9
train,bn/timex2norm/CNN_ENG_20030411_070039.21
train,bn/timex2norm/CNNHL_ENG_20030410_193626.13
train,nw/timex2norm/AFP_ENG_20030330.0211
train,nw/timex2norm/AFP_ENG_20030323.0020
